ID;FullName;global_id;ShortName;RegisterNumber;LegalAddress;country;city;street;house;ChiefPosition;ChiefName;WebSite;Email;INN;OGRN
120;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ЦЕНТР ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809462;ГБУ «ЦФКиС САО г. Москвы»;219157;Весенняя улица, дом 4;Россия;Москва;Весенняя улица;дом 4;директор;Махмутов Олег Владимирович;;;7743554770;1,05775E+12
121;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ЦЕНТР ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809463;ГБУ «ЦФКиС СВАО г. Москвы»;219158;улица Милашенкова, дом 14;Россия;Москва;улица Милашенкова;дом 14;директор;Чугунов Вадим Олегович;www.svaosport.ru;c.svao@mossport.ru;7715558741;1,05775E+12
122;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ЦЕНТР ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА СЕВЕРО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809464;ГБУ «ЦФКиС СЗАО г. Москвы»;212870;Лодочная улица, дом 31, корпус 4;Россия;Москва;Лодочная улица;дом 31, корпус 4;директор;Богиев Вадим Иосифович;www.sport-szao.ru;cfkis@bk.ru;7733545079;1,05775E+12
123;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ЦЕНТР ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ЦЕНТРАЛЬНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809465;ГБУ «ЦФКиС ЦАО г. Москвы»;212926;Мантулинская улица, дом 24, строение 1;Россия;Москва;Мантулинская улица;дом 24, строение 1;директор;Шастин Виктор Александрович;;c.tsao@mossport.ru;7703570818;1,05775E+12
124;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ЦЕНТР ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ЮЖНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809466;ГБУ «ЦФКиС ЮАО г. Москвы»;212871;Гурьевский проезд, дом 19, корпус 3;Россия;Москва;Гурьевский проезд;дом 19, корпус 3;директор;Малышев Юрий Иванович;;cfks@mail.ru;7724559332;1,05775E+12
125;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ЦЕНТР ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ЮГО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809467;ГБУ «ЦФКиС ЮВАО г. Москвы»;219159;Мячковский бульвар, дом 14, корпус 2;Россия;Москва;Мячковский бульвар;дом 14, корпус 2;директор;Матвеев Олег Владимирович;спортювао.рф;sportuvao@mail.ru;7723541188;1,05775E+12
126;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ЦЕНТР ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ЮГО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809468;ГБУ «ЦФКиС ЮЗАО г. Москвы»;213858;Профсоюзная улица, дом 30, корпус 2;Россия;Москва;Профсоюзная улица;дом 30, корпус 2;директор;Кузьмин Роман Сергеевич;sport-uzao.ru;cfcs@list.ru;7728549857;1,05775E+12
127;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ДИРЕКЦИЯ СПОРТИВНЫХ И ЗРЕЛИЩНЫХ МЕРОПРИЯТИЙ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809469;ГБУ Дирекция спортивных и зрелищных мероприятий Москомспорта (ГБУ ДСЗМ);219736;Милютинский переулок, дом 18;Россия;Москва;Милютинский переулок;дом 18;директор;Полинский Александр Григорьевич;;;7708186450;1,0277E+12
128;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ СПОРТИВНЫЙ БАСКЕТБОЛЬНЫЙ КЛУБ «ГЛОРИЯ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809470;ГБУ СБК «Глория» Москомспорта;207047;Зоологическая улица, дом 26А;Россия;Москва;Зоологическая улица;дом 26А;генеральный директор;Перекрестова Елена Вячеславовна;gloria-basket.ru;s22@mossport.ru;7710081913;1,0377E+12
129;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ФУТБОЛЬНЫЙ КЛУБ «СТРОГИНО» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809471;ГБУ ФК «Строгино» Москомспорта;219160;улица Василия Ботылёва, дом 41;Россия;Москва;улица Василия Ботылёва;дом 41;генеральный директор;Струтынский Дмитрий Андреевич;FS94.RU;s94@mossport.ru;7731143889;1,03774E+12
130;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ФУТБОЛЬНЫЙ КЛУБ «ФШМ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809472;ГБУ ФК «ФШМ» Москомспорта;219122;улица Радио, дом 10, строение 9;Россия;Москва;улица Радио;дом 10, строение 9;директор;Милешкин Евгений Юрьевич;fshm-moscow.ru;FSHMSCHOOL@yandex.ru;7726273219;1,03774E+12
131;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ «ЛУЧ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809473;ГБУ ЦСП «ЛУЧ»;212434;1-я Владимирская улица, дом 10Б;Россия;Москва;1-я Владимирская улица;дом 10Б;директор;Малков Владимир Юрьевич;;csp.luch@mossport.ru;7720663830;1,09775E+12
132;ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ЦЕНТР СПОРТИВНЫХ ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ И ПОДГОТОВКИ СБОРНЫХ КОМАНД» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809474;ГКУ «ЦСТиСК» Москомспорта;219162;улица Советской Армии, дом 6;Россия;Москва;улица Советской Армии;дом 6;директор;Ахмерова Кадрия Шамилевна;;cstsk@mossport.ru;7719631600;5,07775E+12
133;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ШКОЛА № 1114»;63809563;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1114;254359;Филёвский бульвар, дом 3, корпус 2;Россия;Москва;Филёвский бульвар;дом 3, корпус 2;директор;Ястребова Александра Петровна;;;7730160480;1,0277E+12
134;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ВОРОБЬЕВЫ ГОРЫ»;63809564;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Воробьевы горы» (Московский Городской Дворец Детского (Юношеского) Tворчества);219615;улица Косыгина, дом 17;Россия;Москва;улица Косыгина;дом 17;директор;Шашков Андрей Анатольевич;;;7736110982;1,02774E+12
135;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ «МОЛОДЁЖНЫЙ ЦЕНТР «ЛИДЕР»;63809477;Государственное бюджетное учреждение культуры города Москвы «Молодежный центр «Лидер»;255788;Лермонтовский проспект, дом 2, корпус 2;Россия;Москва;Лермонтовский проспект;дом 2, корпус 2;директор;Слепнев Николай Сергеевич;;;7721260777;1,03772E+12
136;ГОСУДАРСТВЕННОЕ ПРИРОДООХРАННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «МОСКОВСКОЕ ГОРОДСКОЕ УПРАВЛЕНИЕ ПРИРОДНЫМИ ТЕРРИТОРИЯМИ»;63809478;ГПБУ «Мосприрода»;255789;Мичуринский проспект, дом 13;Россия;Москва;Мичуринский проспект;дом 13;руководитель;Рябоконь Игорь Степанович;;;7704517334;1,0478E+12
137;ДЕПАРТАМЕНТ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ПОЖАРНОЙ БЕЗОПАСНОСТИ ГОРОДА МОСКВЫ;63809479;Департамент Гочсипб города Москвы;261928;Тверская улица, дом 8/2, корпус 2;Россия;Москва;Тверская улица;дом 8/2, корпус 2;руководитель Департамента по делам гражданской обороны, чрезвычайным ситуациям и пожарной безопасности города Москвы;Акимов Юрий Николаевич;;;7710474791;1,05771E+12
138;ДЕПАРТАМЕНТ ОБРАЗОВАНИЯ ГОРОДА МОСКВЫ;63809480;Департамент образования города Москвы;219814;Большая Спасская улица, дом 15, корпус 1;Россия;Москва;Большая Спасская улица;дом 15, корпус 1;руководитель;Калина Исаак Иосифович;www.educom.ru;;7719028495;1,0277E+12
139;НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ «УЧЕБНО-СПОРТИВНЫЙ ЦЕНТР ДОСААФ РОССИИ ЮГО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА Г. МОСКВЫ»;63809565;Негосударственное образовательное учреждение «Учебно-спортивный центр ДОСААФ России Юго-Восточного административного округа г. Москвы»;219803;Ташкентская улица, дом 26, корпус 2;Россия;Москва;Ташкентская улица;дом 26, корпус 2;генеральный директор;Макушкин Анатолий Борисович;;;7721018776;1,03774E+12
140;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ДЕТСКАЯ ФУТБОЛЬНАЯ ЛИГА»;63809482;Региональная общественная организация «Детская Футбольная Лига»;219912;Ленинградский проспект, дом 36, корпус 6;Россия;Москва;Ленинградский проспект;дом 36, корпус 6;президент;Горлов Виктор Николаевич;;;7714035883;1,03774E+12
141;Закрытое акционерное общество «КУБОК КРЕМЛЯ»;63809483;ЗАО «Кубок Кремля»;258993;Олимпийский проспект, дом 16, строение 1;Россия;Москва;Олимпийский проспект;дом 16, строение 1;генеральный директор;Шахтин Яков Савельевич;;;7705049738;1,0277E+12
142;ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ЭКСПОЦЕНТР»;63809484;ЗАО «ЭКСПОЦЕНТР»;259645;Краснопресненская набережная, дом 14;Россия;Москва;Краснопресненская набережная;дом 14;генеральный директор;Беднов Сергей Сергеевич;;;7718033809;1,0277E+12
143;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА МОСКВЫ «ЗЕЛЕНОГРАДСКИЙ ДВОРЕЦ ТВОРЧЕСТВА ДЕТЕЙ И МОЛОДЕЖИ»;63809566;Государственное бюджетное образовательное учреждение дополнительного образования города Москвы «Зеленоградский Дворец Творчества Детей и Молодежи»;219616;город Зеленоград, площадь Колумба, дом 1;Россия;Москва;город Зеленоград;площадь Колумба, дом 1;директор;Свиридова Наталья Анатольевна;;;7735071709;1,02774E+12
144;МОЛОДЕЖНАЯ АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ «НОЧНЫЕ ВОЛКИ»;63809486;МАНО «Ночные волки»;259025;улица Нижние Мнёвники, дом 110;Россия;Москва;улица Нижние Мнёвники;дом 110;директор;Залдастанов Александр Сергеевич;;;7717141880;1,03772E+12
